2023-05-24 01:49:38.930 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.medicalsystem.Medical.service.MedicalServiceApplicationTests], using SpringBootContextLoader
2023-05-24 02:35:41.534 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2023-05-24 02:35:41.689 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 137 ms. Found 11 MongoDB repository interfaces.
2023-05-24 02:35:42.245 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.6.0"}, "os": {"type": "Windows", "name": "Windows 10", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Amazon.com Inc./17.0.3+6-LTS"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=null, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.Jep395RecordCodecProvider@1422ac7f]}, clusterSettings={hosts=[localhost:27017], srvServiceName=mongodb, mode=SINGLE, requiredClusterType=UNKNOWN, requiredReplicaSetName='null', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='30000 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, sendBufferSize=0}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, sendBufferSize=0}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=false, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, contextProvider=null}
2023-05-24 02:35:42.277 [cluster-rtt-ClusterId{value='646d5bdebec5364a65db0068', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:36}] to localhost:27017
2023-05-24 02:35:42.277 [cluster-ClusterId{value='646d5bdebec5364a65db0068', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:37}] to localhost:27017
2023-05-24 02:35:42.278 [cluster-ClusterId{value='646d5bdebec5364a65db0068', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=13, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=57957100}
2023-05-24 02:35:43.160 [main] INFO  c.m.M.s.dao.IUserRepositoryTest - Started IUserRepositoryTest in 2.85 seconds (JVM running for 4.859)
2023-05-24 02:35:44.341 [main] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:38}] to localhost:27017
2023-05-24 02:36:27.061 [main] INFO  o.s.b.t.a.d.m.DataMongoTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.medicalsystem.Medical.service.dao.IUserRepositoryTest], using SpringBootContextLoader
2023-05-24 02:36:27.071 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.medicalsystem.Medical.service.dao.IUserRepositoryTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2023-05-24 02:36:27.072 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.medicalsystem.Medical.service.dao.IUserRepositoryTest]: IUserRepositoryTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2023-05-24 02:36:27.279 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.medicalsystem.Medical.service.MedicalServiceApplication for test class com.medicalsystem.Medical.service.dao.IUserRepositoryTest
2023-05-24 02:36:27.283 [main] INFO  o.s.b.t.a.d.m.DataMongoTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener]
2023-05-24 02:36:27.312 [main] INFO  o.s.b.t.a.d.m.DataMongoTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@4b79ac84, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@53941c2f, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@6dab9b6d, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@21fd5faa, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@2766ca9d, org.springframework.test.context.support.DirtiesContextTestExecutionListener@5460cf3a, org.springframework.test.context.transaction.TransactionalTestExecutionListener@65a15628, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2e6a5539, org.springframework.test.context.event.EventPublishingTestExecutionListener@3fc9504b, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@6d025197, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@27d4a09, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@7e4204e2, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@b7c4869, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@740d2e78, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@1c481ff2, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@72437d8d, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@1b955cac]
2023-05-24 02:36:28.039 [main] INFO  c.m.M.s.dao.IUserRepositoryTest - Starting IUserRepositoryTest using Java 17.0.3 on mohamed with PID 13856 (started by mohamed in C:\Users\mohamed\Desktop\Medical-service)
2023-05-24 02:36:28.041 [main] INFO  c.m.M.s.dao.IUserRepositoryTest - No active profile set, falling back to 1 default profile: "default"
2023-05-24 02:36:28.844 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2023-05-24 02:36:29.052 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 173 ms. Found 11 MongoDB repository interfaces.
2023-05-24 02:36:29.751 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.6.0"}, "os": {"type": "Windows", "name": "Windows 10", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Amazon.com Inc./17.0.3+6-LTS"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=null, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.Jep395RecordCodecProvider@4da6d664]}, clusterSettings={hosts=[localhost:27017], srvServiceName=mongodb, mode=SINGLE, requiredClusterType=UNKNOWN, requiredReplicaSetName='null', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='30000 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, sendBufferSize=0}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, sendBufferSize=0}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=false, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, contextProvider=null}
2023-05-24 02:36:30.689 [main] INFO  c.m.M.s.dao.IUserRepositoryTest - Started IUserRepositoryTest in 3.303 seconds (JVM running for 4.948)
2023-05-24 02:36:31.471 [cluster-rtt-ClusterId{value='646d5c0dd8db7803ee732d69', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:39}] to localhost:27017
2023-05-24 02:36:31.471 [cluster-ClusterId{value='646d5c0dd8db7803ee732d69', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:40}] to localhost:27017
2023-05-24 02:36:31.472 [cluster-ClusterId{value='646d5c0dd8db7803ee732d69', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=13, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=1736118500}
2023-05-24 02:36:31.665 [main] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:41}] to localhost:27017
